t_s,commanded_tire_friction,schedule
35.067,1.000000,constant
35.101,1.000000,constant
35.134,1.000000,constant
35.168,1.000000,constant
35.201,1.000000,constant
35.233,1.000000,constant
35.267,1.000000,constant
35.301,1.000000,constant
35.335,1.000000,constant
35.368,1.000000,constant
35.400,1.000000,constant
35.434,1.000000,constant
35.468,1.000000,constant
35.501,1.000000,constant
35.535,1.000000,constant
35.568,1.000000,constant
35.601,1.000000,constant
35.636,1.000000,constant
35.669,1.000000,constant
35.701,1.000000,constant
35.734,1.000000,constant
35.770,1.000000,constant
35.801,1.000000,constant
35.834,1.000000,constant
35.868,1.000000,constant
35.902,1.000000,constant
35.938,1.000000,constant
35.968,1.000000,constant
36.001,1.000000,constant
36.035,1.000000,constant
36.070,1.000000,constant
36.101,1.000000,constant
36.138,1.000000,constant
36.167,1.000000,constant
36.202,1.000000,constant
36.236,1.000000,constant
36.267,1.000000,constant
36.301,1.000000,constant
36.335,1.000000,constant
36.368,1.000000,constant
36.401,1.000000,constant
36.436,1.000000,constant
36.470,1.000000,constant
36.502,1.000000,constant
36.535,1.000000,constant
36.568,1.000000,constant
36.601,1.000000,constant
36.637,1.000000,constant
36.668,1.000000,constant
36.701,1.000000,constant
36.735,1.000000,constant
36.768,1.000000,constant
36.801,1.000000,constant
36.834,1.000000,constant
36.868,1.000000,constant
36.904,1.000000,constant
36.935,1.000000,constant
36.968,1.000000,constant
37.001,1.000000,constant
37.036,1.000000,constant
37.069,1.000000,constant
37.103,1.000000,constant
37.135,1.000000,constant
37.168,1.000000,constant
37.203,1.000000,constant
37.236,1.000000,constant
37.270,1.000000,constant
37.301,1.000000,constant
37.335,1.000000,constant
37.369,1.000000,constant
37.403,1.000000,constant
37.440,1.000000,constant
37.468,1.000000,constant
37.501,1.000000,constant
37.535,1.000000,constant
37.568,1.000000,constant
37.601,1.000000,constant
37.636,1.000000,constant
37.667,1.000000,constant
37.701,1.000000,constant
37.735,1.000000,constant
37.769,1.000000,constant
37.801,1.000000,constant
37.836,1.000000,constant
37.868,1.000000,constant
37.902,1.000000,constant
37.935,1.000000,constant
37.970,1.000000,constant
38.004,1.000000,constant
38.035,1.000000,constant
38.068,1.000000,constant
38.100,1.000000,constant
38.135,1.000000,constant
38.168,1.000000,constant
38.200,1.000000,constant
38.236,1.000000,constant
38.269,1.000000,constant
38.301,1.000000,constant
38.335,1.000000,constant
38.369,1.000000,constant
38.402,1.000000,constant
38.435,1.000000,constant
38.473,1.000000,constant
38.503,1.000000,constant
38.534,1.000000,constant
