scenario,signal,series,t_s,value
ours,front_mu,plant_mu,47.949,1.0499999523162842
ours,front_mu,plant_mu,48.015,1.0499999523162842
ours,front_mu,plant_mu,48.147,1.0499999523162842
ours,front_mu,plant_mu,48.213,1.0499999523162842
ours,front_mu,plant_mu,48.345,1.0499999523162842
ours,front_mu,plant_mu,48.477,1.0499999523162842
ours,front_mu,plant_mu,48.609,1.0499999523162842
ours,front_mu,plant_mu,48.741,1.0499999523162842
ours,front_mu,plant_mu,48.873,1.0499999523162842
ours,front_mu,plant_mu,49.005,1.0499999523162842
ours,front_mu,plant_mu,49.104,1.0499999523162842
ours,front_mu,plant_mu,49.203,1.0499999523162842
ours,front_mu,plant_mu,49.302,1.0499999523162842
ours,front_mu,plant_mu,49.401,1.0499999523162842
ours,front_mu,plant_mu,49.5,1.0499999523162842
ours,front_mu,plant_mu,49.599,1.0499999523162842
ours,front_mu,plant_mu,49.731,1.0499999523162842
ours,front_mu,plant_mu,49.863,1.0499999523162842
ours,front_mu,plant_mu,49.995,1.0499999523162842
ours,front_mu,plant_mu,50.127,1.0499999523162842
ours,front_mu,plant_mu,50.259,1.0499999523162842
ours,front_mu,plant_mu,50.391,1.0499999523162842
ours,front_mu,plant_mu,50.457,1.0499999523162842
ours,front_mu,plant_mu,50.589,1.0499999523162842
ours,front_mu,plant_mu,50.655,1.0499999523162842
ours,front_mu,plant_mu,50.787,1.0499999523162842
ours,front_mu,plant_mu,50.853,1.0499999523162842
ours,front_mu,plant_mu,50.985,1.0499999523162842
ours,front_mu,plant_mu,51.117,1.0499999523162842
ours,front_mu,plant_mu,51.249,1.0499999523162842
ours,front_mu,plant_mu,51.381,1.0499999523162842
ours,front_mu,plant_mu,51.513,1.0499999523162842
ours,front_mu,plant_mu,51.645,1.0499999523162842
ours,front_mu,plant_mu,51.744,1.0499999523162842
ours,front_mu,plant_mu,51.843,1.0499999523162842
ours,front_mu,plant_mu,51.942,1.0499999523162842
ours,front_mu,plant_mu,52.041,1.0499999523162842
ours,front_mu,plant_mu,52.14,1.0499999523162842
ours,front_mu,plant_mu,52.239,1.0499999523162842
ours,front_mu,plant_mu,52.371,1.0499999523162842
ours,front_mu,plant_mu,52.503,1.0499999523162842
ours,front_mu,plant_mu,52.635,1.0499999523162842
