scenario,signal,error_gt_minus_est
ours,omega,-0.0015605880928269526
ours,omega,-0.0015463569760929222
ours,omega,-0.0018970197029145631
ours,omega,-0.003780012478793119
ours,omega,-0.0051818144469716
ours,omega,-0.010165689361370373
ours,omega,-0.004969044551668029
ours,omega,-0.005282649311873771
ours,omega,-0.003387600037656733
ours,omega,-0.003042071039389609
ours,omega,-0.001781527932767651
ours,omega,-0.00032408657050900756
ours,omega,-0.0009992214025145458
ours,omega,-0.0010545548892384547
ours,omega,-0.0011047578488410127
ours,omega,-0.0027077871276375044
ours,omega,-0.003925329740509548
ours,omega,-0.004300004310643816
ours,omega,-0.003647370694362849
ours,omega,0.0012060487799781215
ours,omega,-0.004583901162062282
ours,omega,-0.004195438622665092
ours,omega,0.0014037715268277115
ours,omega,-0.012250514688744673
ours,omega,-0.0024411728839560214
ours,omega,-0.0024383211365469684
ours,omega,-0.0032199942630560634
ours,omega,9.29049056557045e-05
ours,omega,0.004756369050040274
ours,omega,0.026971199821675153
ours,omega,0.027388527998731677
ours,omega,0.01486876895261069
ours,omega,0.01659480963251196
ours,omega,0.007930411134662974
ours,omega,0.004894508624204499
ours,omega,0.003636690703888168
ours,omega,0.00545605006212152
ours,omega,0.013351793512867735
ours,omega,0.014128411741014452
ours,omega,0.007962341401861292
ours,omega,0.011629716487041378
ours,omega,0.029093849279519274
ours,omega,0.019731216119127717
ours,omega,0.02008515130434646
ours,omega,0.017027883765406926
ours,omega,0.025807921488175012
ours,omega,0.007955110766863449
ours,omega,0.009386820625636366
ours,omega,0.0009747165863558949
ours,omega,0.0010237448753323275
ours,omega,-0.00228714840291952
ours,omega,0.0034619323153155523
ours,omega,0.01900776573927057
ours,omega,0.05920614518545608
ours,omega,0.08484575158914304
ours,omega,0.0633458852517576
ours,omega,0.004852877913580245
ours,omega,-0.0009914600169834975
ours,omega,0.011184192336296472
ours,omega,-0.006860581432837937
ours,omega,-0.005652943305704344
ours,omega,0.0020228953927012294
ours,omega,0.011168884010339192
ours,omega,0.029193791338334885
ours,omega,0.012082389882337397
ours,omega,0.016877645286995008
ours,omega,0.010255923925691884
ours,omega,0.020343185944730557
ours,omega,0.04712545048453981
ours,omega,0.014367856605824347
ours,omega,0.03180674921187593
ours,omega,0.012679813066796386
ours,omega,0.021739710191914396
ours,omega,0.014440784224224845
ours,omega,0.00497668660639955
ours,omega,0.02883436345839424
ours,omega,-0.00654759512045025
ours,omega,-0.012599747612680845
ours,omega,-0.0023134004544024533
ours,omega,-0.003127010172473188
ours,omega,-0.008155924311081059
ours,omega,0.00717710200648089
ours,omega,0.010788557975227597
ours,omega,0.012675418065041383
ours,omega,-0.0017569266719577592
ours,omega,0.00043913987190416504
ours,omega,-0.004863306420311242
ours,omega,-0.0006430357211778537
ours,omega,-0.011996333464240477
ours,omega,0.006747851052025494
ours,omega,-0.023755825188371188
ours,omega,-0.02776479936985196
ours,omega,-0.012466396443419264
ours,omega,-0.006254583928919533
ours,omega,0.028346223125843006
ours,omega,0.02519026540112354
ours,omega,-0.049174982885057894
ours,omega,-0.09026157256696545
ours,omega,-0.07769338188206856
ours,omega,-0.003250877812733333
ours,omega,-0.0016416424604000206
ours,omega,-0.004270280953643769
ours,omega,0.0005262491554158984
ours,omega,-0.002548794580292165
ours,omega,-0.0009465142653542515
ours,omega,-0.00033602275423423936
ours,omega,-0.0022261768322023746
ours,omega,-0.003437753215327949
ours,omega,-0.005281154828477772
ours,omega,-0.005874250955698105
ours,omega,-0.014457212047832069
ours,omega,-0.019508073816006874
ours,omega,0.014230246505163247
ours,omega,0.00607071747341114
ours,omega,0.00157477691929854
ours,omega,0.002870246540337157
ours,omega,0.004862841954465548
ours,omega,0.003122703482542205
ours,omega,0.0015363969550204887
ours,omega,-0.001087224556068446
ours,omega,-0.0036301712733568733
ours,omega,-0.0021570106985450976
ours,omega,-0.0021021375015449276
ours,omega,-0.002761045835380102
ours,omega,0.00010893026796430366
ours,omega,-0.0021543657566023347
ours,omega,0.0048367284376615235
ours,omega,0.00513098930102307
ours,omega,0.008596021861042122
ours,omega,0.005308087994923209
ours,omega,0.012315317761952153
ours,omega,0.0006874800622200788
ours,omega,-0.0038505732795379426
ours,omega,-0.00520668618096275
ours,omega,-0.011089554424746732
ours,omega,-0.0022713430149237032
ours,omega,6.858416327386319e-05
