scenario,signal,error_gt_minus_est
ours,v_y,0.0005347861447144719
ours,v_y,0.0005394204671861358
ours,v_y,0.033545886077075315
ours,v_y,-0.0030930050299609047
ours,v_y,-0.006438557395163413
ours,v_y,-0.008974699914426731
ours,v_y,-0.010771377288283701
ours,v_y,-0.015921770676010638
ours,v_y,-0.008600416044575176
ours,v_y,-0.007450680310329805
ours,v_y,-0.00510875123845439
ours,v_y,-0.0046644808573887975
ours,v_y,-0.0019186295594824099
ours,v_y,0.002845013694520282
ours,v_y,0.0036273927049781385
ours,v_y,0.005371393251745626
ours,v_y,0.022934306862278375
ours,v_y,0.00958671698413227
ours,v_y,0.03510284172389355
ours,v_y,0.0005865756595481164
ours,v_y,-0.0035070032658185424
ours,v_y,-0.016552586447285744
ours,v_y,-0.005771331428011117
ours,v_y,-0.00940971482982822
ours,v_y,-0.009428992586956064
ours,v_y,-0.0075694245226402
ours,v_y,-0.0058375919951808575
ours,v_y,-0.006764132623143182
ours,v_y,-0.0099325429208591
ours,v_y,-0.005801153675793647
ours,v_y,-0.00722221855091526
ours,v_y,-0.018682938226312673
ours,v_y,-0.0030585705047426193
ours,v_y,-0.011637824121940754
ours,v_y,-0.009731678248859565
ours,v_y,-0.004761970738430932
ours,v_y,-0.005338377813697226
ours,v_y,-0.007615088074211157
ours,v_y,-0.003841463401050599
ours,v_y,-0.0023582156576058
ours,v_y,-0.0018150404718585145
ours,v_y,-0.0013973033812703928
ours,v_y,-0.0027586997451045647
ours,v_y,-0.0019890054822610317
ours,v_y,0.0009611365666146177
ours,v_y,0.0040374477840249
ours,v_y,0.009894102933937415
ours,v_y,0.038360647433063666
ours,v_y,0.042147815288190504
ours,v_y,0.024604965559792524
ours,v_y,0.012979393172300624
ours,v_y,0.012927248637729372
ours,v_y,0.015416001334809248
ours,v_y,0.02777047082995232
ours,v_y,0.01671427949016946
ours,v_y,0.01589790206560404
ours,v_y,0.057432717853327264
ours,v_y,0.018488026386910383
ours,v_y,0.015126866518877735
ours,v_y,0.06356966393308383
ours,v_y,0.019429602555037784
ours,v_y,0.041320398087165255
ours,v_y,0.017854972307163652
ours,v_y,0.016474447958078176
ours,v_y,0.04250810838059804
ours,v_y,0.019610860021735455
ours,v_y,0.021367522607129985
ours,v_y,0.02501661339654121
ours,v_y,0.024569087871369966
ours,v_y,0.014401926613198446
ours,v_y,0.02919469867576384
ours,v_y,0.006689888802953264
ours,v_y,0.005747009131389522
ours,v_y,0.0071226457053506845
ours,v_y,0.01016141772902493
ours,v_y,0.003158522980407889
ours,v_y,0.0015072555087892354
ours,v_y,0.0030047956562209363
ours,v_y,0.008753203800566739
ours,v_y,0.00305084270006652
ours,v_y,0.002931041539763153
ours,v_y,0.002804128983833986
ours,v_y,0.00678059598374452
ours,v_y,0.00218835595758648
ours,v_y,0.005032620012904467
ours,v_y,0.002129301423735153
ours,v_y,0.0021193334873604776
ours,v_y,0.002093643368728775
ours,v_y,0.0018832597762135912
ours,v_y,0.0018603671629159992
ours,v_y,0.0016318498576314688
ours,v_y,0.0024862447594796236
ours,v_y,0.0031219035835247776
ours,v_y,0.0022126647985073766
ours,v_y,0.0034311319935529465
ours,v_y,0.0024438310294841795
ours,v_y,0.005152673148976769
ours,v_y,0.003406045135045112
ours,v_y,0.002796368504632562
ours,v_y,0.0022885255751761042
ours,v_y,0.0034274257932572546
ours,v_y,0.006399189034558223
ours,v_y,0.002714027541052433
ours,v_y,0.002692140503112582
ours,v_y,0.0037726057391525222
ours,v_y,0.0020200210831722368
ours,v_y,0.0028670429229778857
ours,v_y,0.005908416428657205
ours,v_y,0.0037259797172017267
ours,v_y,0.006460250703137197
ours,v_y,0.0033940840745854592
ours,v_y,0.0031963240112874054
ours,v_y,0.0014783343913987723
ours,v_y,0.002312981646270907
ours,v_y,0.0018108792937361722
ours,v_y,0.005648214564285339
ours,v_y,0.0020655163349576986
ours,v_y,0.0028760364184410615
ours,v_y,0.012828755366336224
ours,v_y,0.0041537452430273625
ours,v_y,0.009480832380442183
ours,v_y,0.0021622298546303542
ours,v_y,0.0030747427817538475
ours,v_y,0.0011247028898778155
ours,v_y,0.0008032978617152908
ours,v_y,0.0012611433357695434
ours,v_y,0.0019566487608682487
ours,v_y,0.00260739672870618
ours,v_y,0.0030083092503613833
ours,v_y,0.007528462406556992
ours,v_y,0.0055945321674607165
ours,v_y,0.00496914339305409
ours,v_y,0.0021514269293881304
ours,v_y,0.0016781029843573846
ours,v_y,0.0008138900426577153
ours,v_y,0.0012489037738908186
