scenario,signal,error_gt_minus_est
ours,front_sum_fy,-14.499665635998554
ours,front_sum_fy,6.96895217028316
ours,front_sum_fy,17.652623127073866
ours,front_sum_fy,43.663807876972385
ours,front_sum_fy,28.756808321576628
ours,front_sum_fy,12.434214560617825
ours,front_sum_fy,19.825622054728882
ours,front_sum_fy,22.16174134589383
ours,front_sum_fy,7.025999103845756
ours,front_sum_fy,-22.070230272700655
ours,front_sum_fy,-35.400298565629384
ours,front_sum_fy,-45.19451184074214
ours,front_sum_fy,-52.39663236616673
ours,front_sum_fy,-39.69443308025882
ours,front_sum_fy,-4.162892683701216
ours,front_sum_fy,7.648435371252162
ours,front_sum_fy,40.68471680683763
ours,front_sum_fy,-31.539232683298906
ours,front_sum_fy,-50.36560907140472
ours,front_sum_fy,-45.12377693694714
ours,front_sum_fy,-28.526213330414294
ours,front_sum_fy,2.169347131560585
ours,front_sum_fy,21.341059442219375
ours,front_sum_fy,14.328868529470355
ours,front_sum_fy,-9.63106829555727
ours,front_sum_fy,-34.30316584380171
ours,front_sum_fy,-38.46126206263955
ours,front_sum_fy,-36.25728707772714
ours,front_sum_fy,-36.74250167405887
ours,front_sum_fy,-38.508671627636204
ours,front_sum_fy,-33.7202314396427
ours,front_sum_fy,-35.08633436137359
ours,front_sum_fy,-23.81975625926242
ours,front_sum_fy,-30.109805869865568
ours,front_sum_fy,-30.686193171832997
ours,front_sum_fy,-33.01547088241523
ours,front_sum_fy,-36.43808558476667
ours,front_sum_fy,-36.10026993572541
ours,front_sum_fy,-33.0460855435461
ours,front_sum_fy,-28.2881607953928
ours,front_sum_fy,-31.105319059604142
ours,front_sum_fy,-33.92714361767389
ours,front_sum_fy,-35.53392885135082
ours,front_sum_fy,-35.9264739768698
ours,front_sum_fy,-5.025311062222272
ours,front_sum_fy,-27.44315514533662
ours,front_sum_fy,-23.188128505631482
ours,front_sum_fy,-22.47712383099355
ours,front_sum_fy,-22.19371570721063
ours,front_sum_fy,-22.930852928669054
ours,front_sum_fy,-21.323740024391327
ours,front_sum_fy,-21.822495129675417
ours,front_sum_fy,-19.09502979636872
ours,front_sum_fy,-15.739418335477524
ours,front_sum_fy,-14.170390031015756
ours,front_sum_fy,-14.725872605812953
ours,front_sum_fy,-9.6211744070567
ours,front_sum_fy,-1.2420545629392468
ours,front_sum_fy,11.346343506146347
ours,front_sum_fy,17.01811035754821
ours,front_sum_fy,28.327739819838825
ours,front_sum_fy,32.63356995171662
ours,front_sum_fy,36.832159145335595
ours,front_sum_fy,40.5480169589415
ours,front_sum_fy,43.05542291265019
ours,front_sum_fy,46.74587941462232
ours,front_sum_fy,51.55122608852085
ours,front_sum_fy,52.29644112178488
ours,front_sum_fy,50.2177312362773
ours,front_sum_fy,52.71756439979197
ours,front_sum_fy,49.21257331157773
ours,front_sum_fy,48.26342692213973
ours,front_sum_fy,39.98978206753026
ours,front_sum_fy,46.97943857818336
ours,front_sum_fy,35.647855007396174
ours,front_sum_fy,31.494944327854
ours,front_sum_fy,24.184794899190592
ours,front_sum_fy,19.64494435963786
ours,front_sum_fy,7.645895878964893
ours,front_sum_fy,18.601443208881392
ours,front_sum_fy,26.855052507071036
ours,front_sum_fy,-0.9523252675554659
ours,front_sum_fy,26.697531590618723
ours,front_sum_fy,33.39941298933405
ours,front_sum_fy,38.801454081125826
ours,front_sum_fy,40.90902684837556
ours,front_sum_fy,38.81666829525943
ours,front_sum_fy,41.55959728783546
ours,front_sum_fy,42.984779306676955
ours,front_sum_fy,38.988525027049036
ours,front_sum_fy,45.51000989765532
ours,front_sum_fy,46.3510609482816
ours,front_sum_fy,49.23629262970701
ours,front_sum_fy,43.58548306010533
ours,front_sum_fy,38.84919235701403
ours,front_sum_fy,34.73525643855373
ours,front_sum_fy,27.960533843324924
ours,front_sum_fy,24.382507052699296
ours,front_sum_fy,21.13668358609098
ours,front_sum_fy,16.66085541010093
ours,front_sum_fy,12.634458894131768
ours,front_sum_fy,14.311009826130231
ours,front_sum_fy,8.201118288808502
ours,front_sum_fy,6.735468867655982
ours,front_sum_fy,3.9353612097765094
ours,front_sum_fy,2.2285083254633307
ours,front_sum_fy,1.5831656216624523
ours,front_sum_fy,0.20684405106160886
