scenario,signal,series,t_s,value
ours,front_mu,plant_mu,35.046,1.0499999523162842
ours,front_mu,plant_mu,35.211,1.0499999523162842
ours,front_mu,plant_mu,35.376,1.0499999523162842
ours,front_mu,plant_mu,35.541,1.0499999523162842
ours,front_mu,plant_mu,35.706,1.0499999523162842
ours,front_mu,plant_mu,35.871,1.0499999523162842
ours,front_mu,plant_mu,36.036,1.0499999523162842
ours,front_mu,plant_mu,36.201,1.0499999523162842
ours,front_mu,plant_mu,36.366,1.0499999523162842
ours,front_mu,plant_mu,36.531,1.0499999523162842
ours,front_mu,plant_mu,36.696,1.0499999523162842
ours,front_mu,plant_mu,36.861,1.0499999523162842
ours,front_mu,plant_mu,37.026,1.0499999523162842
ours,front_mu,plant_mu,37.191,1.0499999523162842
ours,front_mu,plant_mu,37.356,1.0499999523162842
ours,front_mu,plant_mu,37.521,1.0499999523162842
ours,front_mu,plant_mu,37.686,1.0499999523162842
ours,front_mu,plant_mu,37.851,1.0499999523162842
ours,front_mu,plant_mu,38.016,1.0499999523162842
ours,front_mu,plant_mu,38.181,1.0499999523162842
ours,front_mu,plant_mu,38.346,1.0499999523162842
ours,front_mu,plant_mu,38.511,1.0499999523162842
ours,front_mu,plant_mu,38.676,1.0499999523162842
ours,front_mu,plant_mu,38.841,1.0499999523162842
ours,front_mu,plant_mu,39.006,1.0499999523162842
ours,front_mu,plant_mu,39.171,1.0499999523162842
ours,front_mu,plant_mu,39.336,1.0499999523162842
ours,front_mu,plant_mu,39.501,1.0499999523162842
ours,front_mu,plant_mu,39.666,1.0499999523162842
ours,front_mu,plant_mu,39.831,1.0499999523162842
ours,front_mu,plant_mu,39.996,1.0499999523162842
ours,front_mu,plant_mu,40.161,1.0499999523162842
ours,front_mu,plant_mu,40.326,1.0499999523162842
ours,front_mu,plant_mu,40.491,1.0499999523162842
ours,front_mu,plant_mu,40.656,1.0499999523162842
ours,front_mu,plant_mu,40.821,1.0499999523162842
ours,front_mu,plant_mu,40.986,1.0499999523162842
ours,front_mu,plant_mu,41.151,1.0499999523162842
ours,front_mu,plant_mu,41.316,1.0499999523162842
ours,front_mu,plant_mu,41.481,1.0499999523162842
ours,front_mu,plant_mu,41.646,1.0499999523162842
ours,front_mu,plant_mu,41.778,1.0499999523162842
ours,front_mu,plant_mu,41.811,1.0499999523162842
ours,front_mu,plant_mu,41.877,1.0499999523162842
ours,front_mu,plant_mu,41.91,1.0499999523162842
ours,front_mu,plant_mu,41.976,1.0499999523162842
