scenario,signal,t_s,error_est_minus_gt
ours,v_y,10.329,0.033553787809334906
ours,v_y,10.395,0.004797844003567614
ours,v_y,10.461,0.006580318247743286
ours,v_y,10.56,0.006520292194116935
ours,v_y,10.626,0.00310868200094961
ours,v_y,10.758,0.000389319860486622
ours,v_y,10.824,-0.00010671612695474855
ours,v_y,10.923,-0.0016791811521388207
ours,v_y,10.989,0.0006501544210110524
ours,v_y,11.121,-0.005551524665120475
ours,v_y,11.187,0.0005623315911926705
ours,v_y,11.286,-0.000409025481680661
ours,v_y,11.352,-0.0008115959400884776
ours,v_y,11.451,0.00010177382036216653
ours,v_y,11.517,-0.00010173650880439256
ours,v_y,11.616,0.0006095337578402721
ours,v_y,11.682,0.0070735187140376354
ours,v_y,11.781,0.0033469666592707836
ours,v_y,11.847,0.003432857510907744
ours,v_y,11.946,0.008456194215673729
ours,v_y,12.045,0.003523884773298014
ours,v_y,12.144,0.007647033302166151
ours,v_y,12.21,0.004094505186936825
ours,v_y,12.309,0.007852895593859738
ours,v_y,12.375,0.004062999112529608
ours,v_y,12.507,0.012621621017353368
ours,v_y,12.573,0.005225762245194027
ours,v_y,12.672,0.009478107145146464
ours,v_y,12.738,0.004773915727611655
ours,v_y,12.87,0.014035306693316346
ours,v_y,12.936,0.005361767568966586
ours,v_y,13.068,0.013746767128079262
ours,v_y,13.134,0.0053807930015176975
ours,v_y,13.266,0.009884867112408185
ours,v_y,13.332,0.0046835736036894005
ours,v_y,13.431,0.004507614555152001
ours,v_y,13.497,0.0043895034085564
ours,v_y,13.662,0.008510494785029465
ours,v_y,13.794,0.014201361804262957
ours,v_y,13.86,0.005706705435672171
ours,v_y,13.992,0.01281092542166734
ours,v_y,14.058,0.0058647720555305705
ours,v_y,14.19,0.012934662420676812
ours,v_y,14.256,0.00628847992244802
ours,v_y,14.388,0.011689826191245978
ours,v_y,14.52,0.013976101220633752
ours,v_y,14.718,0.029161566779785986
ours,v_y,14.85,0.01575108133665748
ours,v_y,14.982,0.027896524161019176
ours,v_y,15.114,0.027819499648202906
ours,v_y,15.246,0.03808348325918187
ours,v_y,15.345,0.017859170785574863
ours,v_y,15.51,0.025473324877863635
ours,v_y,15.609,0.009449922717862325
ours,v_y,15.708,0.01929380118930818
ours,v_y,15.807,0.007521341135437565
ours,v_y,15.939,0.011504530038583094
ours,v_y,16.005,0.006101596328836806
ours,v_y,16.137,0.009495125636436341
ours,v_y,16.236,0.010040146207223766
ours,v_y,16.335,0.005089976564402465
ours,v_y,16.434,0.010075508837676883
ours,v_y,16.566,0.011500634494272854
ours,v_y,16.698,0.012217276064165394
ours,v_y,16.863,0.022563968252548694
ours,v_y,16.962,0.017078468717070472
ours,v_y,17.094,0.01123858818468082
ours,v_y,17.226,0.004770431974012224
ours,v_y,17.292,0.01293111273300629
ours,v_y,17.424,0.03768093754109181
ours,v_y,17.49,0.012429483916108097
ours,v_y,17.622,0.009188548077208036
ours,v_y,17.688,0.013217046403957156
ours,v_y,17.82,0.007852645949146808
ours,v_y,17.886,0.01224096788047313
ours,v_y,17.985,0.00656623522809241
ours,v_y,18.051,0.011270897843330407
ours,v_y,18.15,0.0216202912618908
ours,v_y,18.216,0.018403402258473867
ours,v_y,18.282,0.00858584718353611
ours,v_y,18.381,0.009638193617429236
ours,v_y,18.447,0.008916671104115592
ours,v_y,18.513,0.0097358993421095
ours,v_y,18.645,0.011724287520400334
ours,v_y,18.711,0.010107330660854452
ours,v_y,18.843,0.007624174638511061
ours,v_y,18.942,0.0168059600552819
ours,v_y,19.041,0.015645750385355872
ours,v_y,19.14,0.028720473100684596
ours,v_y,19.239,0.014496214305528832
ours,v_y,19.338,0.013876926379027155
ours,v_y,19.47,0.03349593750080582
ours,v_y,19.536,0.014575782363914547
ours,v_y,19.668,0.025465068840833105
ours,v_y,19.734,0.012042695574364326
ours,v_y,19.866,0.022711005817424912
ours,v_y,19.932,0.01776107579384567
ours,v_y,20.031,0.011087212541526392
ours,v_y,20.097,0.008932534086549204
ours,v_y,20.229,0.03184975245764926
ours,v_y,20.295,0.012300283149912106
ours,v_y,20.394,0.027134314014770677
ours,v_y,20.46,0.012012989197323909
ours,v_y,20.526,0.009783267556302655
ours,v_y,20.625,0.010996777561775861
ours,v_y,20.691,0.010134805954188142
ours,v_y,20.823,0.02957850096397363
ours,v_y,20.889,0.007351212473621471
ours,v_y,20.955,0.006429760378811766
ours,v_y,21.087,0.01162567972927947
ours,v_y,21.153,-0.0009062358901850143
ours,v_y,21.252,0.008333369499969101
ours,v_y,21.351,0.007299959717529114
ours,v_y,21.45,0.0320119689237649
ours,v_y,21.516,0.016301476370713053
ours,v_y,21.582,0.01728147522493373
ours,v_y,21.681,0.014009867792269592
ours,v_y,21.747,0.014652988560358793
ours,v_y,21.813,0.015051320297081394
ours,v_y,21.945,0.009674707161811402
ours,v_y,22.011,0.007785048531019134
ours,v_y,22.11,0.011572580434950186
ours,v_y,22.176,0.004013701810284376
ours,v_y,22.275,0.005144480963765408
ours,v_y,22.341,0.0017643180532122271
ours,v_y,22.407,0.0021675098304016482
ours,v_y,22.473,0.001997185754209929
ours,v_y,22.572,0.0026445348447464434
ours,v_y,22.671,0.003795816216053488
ours,v_y,22.737,0.0031948622981729236
ours,v_y,22.836,0.003017332136916351
ours,v_y,22.902,0.0039204749925659255
ours,v_y,22.968,0.004382192339369484
ours,v_y,23.067,0.0095481475612324
ours,v_y,23.166,0.004970595891895108
ours,v_y,23.232,0.0057994240397361285
ours,v_y,23.331,0.012935899505767817
ours,v_y,23.397,0.005383209508000364
ours,v_y,23.463,0.004687665473507574
ours,v_y,23.529,0.005378831447004961
ours,v_y,23.628,0.0038482074053292348
ours,v_y,23.694,0.006369294940728881
ours,v_y,23.76,0.0036763757529830465
ours,v_y,23.859,0.0063867997908592655
ours,v_y,23.958,0.003686456799400578
ours,v_y,24.024,0.0023741861805439968
ours,v_y,24.09,0.001782709794972498
ours,v_y,24.156,0.002935336003037692
ours,v_y,24.222,0.0011430238048003166
ours,v_y,24.288,0.0017458539349926722
ours,v_y,24.354,0.0008949161903632624
ours,v_y,24.42,0.0006860975988457196
ours,v_y,24.486,0.0015070456047180103
ours,v_y,24.552,0.00031449151720172597
ours,v_y,24.618,0.00023663233307142512
ours,v_y,24.684,-0.0008625670042102934
ours,v_y,24.783,-0.0008722507494147297
ours,v_y,24.849,-0.0012448989794817643
ours,v_y,24.915,-0.001957671117712872
ours,v_y,24.981,-0.0023022589872066443
ours,v_y,25.047,-0.0026531303669602747
ours,v_y,25.146,-0.0026151395258071416
ours,v_y,25.212,-0.002884087166059474
ours,v_y,25.278,-0.0027490986736471296
ours,v_y,25.344,-0.002974067710348343
ours,v_y,25.443,-0.002470380678919623
ours,v_y,25.542,-0.004403682235009677
ours,v_y,25.641,-0.004081249455157164
ours,v_y,25.707,-0.001955747710248902
ours,v_y,25.773,-0.0014182287815992442
ours,v_y,25.872,-0.0017458530368999609
ours,v_y,25.938,-0.001743348453541807
ours,v_y,26.037,-0.002088906033479866
ours,v_y,26.103,-0.0014632827062431991
ours,v_y,26.169,-0.002160000989821678
ours,v_y,26.268,-0.003826372642428341
ours,v_y,26.334,-0.0030059413975392704
ours,v_y,26.4,-0.0012621444324708159
ours,v_y,26.466,-0.002524302040939612
ours,v_y,26.565,-0.005811961611211287
ours,v_y,26.631,-0.0022180264682392786
ours,v_y,26.73,-0.004655541585082371
ours,v_y,26.796,-0.0027417240762032218
ours,v_y,26.862,-0.003122829006554622
ours,v_y,26.928,-0.0030326958050290002
ours,v_y,26.994,-0.003651183956027794
ours,v_y,27.06,-0.0027266397220756175
ours,v_y,27.159,-0.006265615007366759
ours,v_y,27.225,-0.0032140833164890532
ours,v_y,27.291,-0.0034556129534802056
ours,v_y,27.357,-0.003992705432309535
ours,v_y,27.456,-0.005427886484180034
ours,v_y,27.522,-0.003773913575400431
ours,v_y,27.588,-0.004345955358593397
ours,v_y,27.654,-0.00445525298284828
ours,v_y,27.72,-0.0036621523589320344
ours,v_y,27.786,-0.00427832360419537
ours,v_y,27.852,-0.003993629206941017
ours,v_y,27.918,-0.0038745553532116353
ours,v_y,27.984,-0.0035249378474624636
ours,v_y,28.05,-0.0028080281417983827
ours,v_y,28.116,-0.003521095616848789
ours,v_y,28.182,-0.0038223532872678004
ours,v_y,28.248,-0.002411249986972591
ours,v_y,28.314,-0.002644311383052232
ours,v_y,28.38,-0.0022701274158002382
ours,v_y,28.446,-0.001977141739078654
ours,v_y,28.512,-0.000915716624792999
ours,v_y,28.578,-0.0005467521853809929
ours,v_y,28.644,-0.0012032193651929438
ours,v_y,28.71,-0.0010851072979336657
ours,v_y,28.776,-0.0012924676245381211
ours,v_y,28.842,-0.0012455256405672702
ours,v_y,28.908,-0.0013591807029769837
ours,v_y,28.974,-0.0014572641546261242
ours,v_y,29.04,-0.0015193690557734063
ours,v_y,29.106,-0.0020431330653330818
ours,v_y,29.172,-0.0018425563443643378
ours,v_y,29.238,-0.0023628078068064946
ours,v_y,29.304,-0.00232922153683051
ours,v_y,29.37,-0.00270870217749453
ours,v_y,29.436,-0.002515829009706927
ours,v_y,29.502,-0.0011241319132044604
ours,v_y,29.568,-0.007373641344413803
ours,v_y,29.634,-0.003740156233319348
ours,v_y,29.7,-0.00392467985845674
ours,v_y,29.766,-0.003680074033236287
ours,v_y,29.832,-0.002815884046924736
ours,v_y,29.931,-0.007434063890891886
ours,v_y,29.997,-0.0032968343094032463
ours,v_y,30.063,-0.0038254459326820915
ours,v_y,30.129,-0.0040827975669660045
ours,v_y,30.195,-0.0038067410533860653
ours,v_y,30.261,-0.0036203848932935857
ours,v_y,30.327,-0.003505100867572726
ours,v_y,30.393,-0.0031754312743221477
ours,v_y,30.459,-0.003225697829388998
ours,v_y,30.558,-0.0027115664901010694
ours,v_y,30.624,-0.003019936972335248
ours,v_y,30.69,-0.0020733124846689724
ours,v_y,30.756,-0.0016901693457435848
ours,v_y,30.855,-0.0010724103658787537
ours,v_y,30.921,-0.0015562523243057153
ours,v_y,30.987,-0.0019049914244144428
ours,v_y,31.053,-0.001220859899380769
ours,v_y,31.119,-0.0015676003881481965
ours,v_y,31.185,-0.001351552011843317
ours,v_y,31.251,-0.0016095243689459027
ours,v_y,31.317,-0.0016099149574052424
ours,v_y,31.383,-0.002200640389320975
ours,v_y,31.449,-0.0024398038560131813
ours,v_y,31.515,-0.0021738575052165365
ours,v_y,31.581,-0.0021214258494701224
ours,v_y,31.647,-0.0019325861745886422
ours,v_y,31.713,-0.0026232573149160415
ours,v_y,31.779,-0.0023307011479652383
ours,v_y,31.845,-0.0022329538429860726
ours,v_y,31.911,-0.002681692172082327
ours,v_y,31.977,-0.0027540341119865683
ours,v_y,32.043,-0.003107581722507507
ours,v_y,32.109,-0.0029834100160482657
ours,v_y,32.175,-0.002917073690148906
ours,v_y,32.274,-0.005368426179861236
ours,v_y,32.34,-0.0028731958533749213
ours,v_y,32.406,-0.002891839860384911
ours,v_y,32.472,-0.0023162552258718574
ours,v_y,32.538,-0.0022673219367962596
ours,v_y,32.604,-0.0022228115115866653
ours,v_y,32.67,-0.001963348952729059
ours,v_y,32.736,-0.0021107073484691666
ours,v_y,32.802,-0.0015544371367009792
ours,v_y,32.868,-0.001638415292983711
ours,v_y,32.934,-0.001306427366555174
ours,v_y,33.0,-0.0010969165425591676
ours,v_y,33.066,-0.0010020090886158628
ours,v_y,33.132,-0.0010567026173916166
ours,v_y,33.198,-0.0007662442306783646
ours,v_y,33.264,-0.0008949729703318504
ours,v_y,33.33,-0.0007265036815568351
ours,v_y,33.396,-0.0010766516355279407
ours,v_y,33.462,-0.0010313839266931565
ours,v_y,33.528,-0.0014711400034655847
ours,v_y,33.594,-0.0008796656876298367
ours,v_y,33.66,-0.0014743524851239947
ours,v_y,33.726,-0.0016436124581610603
ours,v_y,33.792,-0.0010962480439704533
ours,v_y,33.891,-0.0013655929872413292
ours,v_y,33.957,-0.0011620991600587924
ours,v_y,34.023,-0.0020537136368386014
ours,v_y,34.089,-0.0016712839918377811
ours,v_y,34.155,-0.0021160907348906355
ours,v_y,34.221,-0.0018342744903374758
ours,v_y,34.287,-0.0022626683211521594
ours,v_y,34.353,-0.002162544374124751
ours,v_y,34.419,-0.0024632660143740527
ours,v_y,34.485,-0.002024710150739661
ours,v_y,34.551,-0.002146850867578501
ours,v_y,34.617,-0.00185877590204841
ours,v_y,34.683,-0.0027694435002818766
ours,v_y,34.749,-0.0025461075644437024
ours,v_y,34.815,-0.0024226577849228055
ours,v_y,34.914,-0.004656550550481399
ours,v_y,34.98,-0.0023642731837418794
ours,v_y,35.046,-0.0019397894032171688
ours,v_y,35.112,-0.0018624748231466995
ours,v_y,35.178,-0.0018882734010087568
ours,v_y,35.277,-0.0028605043464742866
ours,v_y,35.343,-0.0013983713043184826
ours,v_y,35.409,-0.0009272198058424205
ours,v_y,35.475,-0.0007800118705320117
ours,v_y,35.541,-0.000735548765810709
ours,v_y,35.607,-0.00047242960560726216
ours,v_y,35.673,-0.0002089526295423888
ours,v_y,35.739,-0.00040207693181870674
ours,v_y,35.805,-0.0002915497764101674
ours,v_y,35.871,-0.00068011328713425
ours,v_y,35.97,-0.004791742209248509
ours,v_y,36.036,-0.002830361482654982
ours,v_y,36.102,-0.0007361074978169541
ours,v_y,36.168,0.00039699911147270117
ours,v_y,36.234,0.0003141051861481198
ours,v_y,36.333,0.0021049718842433424
ours,v_y,36.399,-0.0002168990437499685
ours,v_y,36.465,0.0017551024366236068
ours,v_y,36.531,0.0030280927235897814
ours,v_y,36.63,0.0015848814832588598
ours,v_y,36.696,0.003668038402514562
ours,v_y,36.762,0.0017420074350500137
ours,v_y,36.828,0.0034483391168491084
ours,v_y,36.894,0.0036664140805603984
ours,v_y,36.993,0.0028260067140860323
ours,v_y,37.059,0.0012198671276699435
ours,v_y,37.125,0.004473271317531141
ours,v_y,37.191,0.004747082717578538
ours,v_y,37.257,0.004966918942496595
ours,v_y,37.323,0.003822013516226408
ours,v_y,37.455,0.0034766086022660347
ours,v_y,37.521,0.0036243477264437107
ours,v_y,37.587,0.011413968550736925
ours,v_y,37.653,0.006317722033090806
ours,v_y,37.752,0.010384322559371995
ours,v_y,37.851,0.006518172182426951
ours,v_y,37.917,0.003642847334561744
ours,v_y,37.983,0.0031256965521445634
ours,v_y,38.082,0.006031763057207096
ours,v_y,38.148,0.006046404289753282
ours,v_y,38.214,0.00578278172424998
ours,v_y,38.313,0.013900167016894227
ours,v_y,38.412,0.007248702029956311
ours,v_y,38.478,0.007019077479118341
ours,v_y,38.544,0.006250634685918521
ours,v_y,38.61,0.006055892889005099
ours,v_y,38.676,0.008294957070353548
ours,v_y,38.775,0.00786619911940567
ours,v_y,38.841,0.0086464188002916
ours,v_y,38.907,0.0066992492657607094
ours,v_y,39.006,0.01058047896415476
ours,v_y,39.072,0.004916036130596546
ours,v_y,39.171,0.010078325211125616
ours,v_y,39.237,0.0033695005984202275
ours,v_y,39.303,0.009516548921694512
ours,v_y,39.402,0.019245143069091364
ours,v_y,39.468,0.005370524525364795
ours,v_y,39.534,0.00817635517321591
ours,v_y,39.6,-0.004945888685226829
ours,v_y,39.732,0.006771368694892144
ours,v_y,39.798,0.002220707474532735
ours,v_y,39.864,0.011852694943688902
ours,v_y,39.93,0.011197153775773128
ours,v_y,39.996,0.005463651061093144
ours,v_y,40.095,0.016410041543068576
ours,v_y,40.161,0.009594960653427131
ours,v_y,40.227,-0.004663740180458342
ours,v_y,40.326,0.010903073007149211
ours,v_y,40.392,0.0038692180897751394
ours,v_y,40.458,0.009351184020674363
ours,v_y,40.524,0.006304428292944975
ours,v_y,40.623,0.016260165014090333
ours,v_y,40.689,0.0014024608618170564
ours,v_y,40.755,0.014419450911783205
ours,v_y,40.854,0.011414937519691248
ours,v_y,40.92,0.011951846428796986
ours,v_y,41.019,0.008341384706105681
ours,v_y,41.118,0.01595264334646329
ours,v_y,41.184,0.010342810234599265
ours,v_y,41.283,0.011122426349265191
ours,v_y,41.415,0.018701589976024613
ours,v_y,41.481,0.010200482657795162
ours,v_y,41.547,0.010905188064741556
ours,v_y,41.646,0.010971789746945126
ours,v_y,41.745,0.022607954021604038
ours,v_y,41.811,0.01075325840257596
ours,v_y,41.943,0.02164133223569098
ours,v_y,42.009,0.013253099337159291
ours,v_y,42.075,0.00949930016202738
ours,v_y,42.207,0.0116573216885274
ours,v_y,42.273,0.0024340983371625713
ours,v_y,42.405,0.01902081677000056
ours,v_y,42.504,0.015731992417685525
ours,v_y,42.57,0.007816749322670513
ours,v_y,42.669,0.02342138660223292
ours,v_y,42.735,0.01180991213325977
ours,v_y,42.867,0.019995504853757784
ours,v_y,42.933,0.011124628824770055
ours,v_y,43.098,0.009034657452501427
ours,v_y,43.263,0.053619553828527455
ours,v_y,43.329,0.013055461637030197
ours,v_y,43.461,0.01852981518638308
ours,v_y,43.527,0.010429649116791118
ours,v_y,43.659,0.01854399616030966
ours,v_y,43.857,0.02121171908240982
ours,v_y,44.022,0.010928718074445842
ours,v_y,44.121,0.02357836419980952
ours,v_y,44.22,0.012011414067429449
ours,v_y,44.319,0.025259225176282873
ours,v_y,44.418,0.014884186746181138
ours,v_y,44.517,0.024489990206327694
ours,v_y,44.715,0.06529326157070992
ours,v_y,44.847,0.02003444469036747
ours,v_y,45.045,0.02212881807199646
ours,v_y,45.177,0.006866747880576479
ours,v_y,45.342,0.014399335727070861
ours,v_y,45.441,0.0004936611378745792
ours,v_y,45.573,-0.0005874628257358516
ours,v_y,45.738,-0.017333308051215635
ours,v_y,45.837,0.009835531216891014
ours,v_y,45.969,0.015520671487453064
ours,v_y,46.167,0.0665418025321019
ours,v_y,46.365,0.037891843445714446
ours,v_y,46.563,0.01914722897331353
ours,v_y,46.662,0.0033155045831609886
ours,v_y,46.827,0.002451373849584479
ours,v_y,46.893,0.001308044216715848
ours,v_y,47.058,0.0008993595058412324
ours,v_y,47.157,0.0008064772749119958
ours,v_y,47.289,0.0012660805299507666
ours,v_y,47.421,0.0024431796512887904
ours,v_y,47.553,0.005878685992930635
ours,v_y,47.685,0.005034642050348079
ours,v_y,47.883,0.003622339911269701
ours,v_y,48.015,0.0020014448188510198
ours,v_y,48.147,0.004570649418778189
ours,v_y,48.213,0.0021897909647461966
ours,v_y,48.345,0.003873589789789758
ours,v_y,48.411,0.002136529204445639
ours,v_y,48.543,0.0048570000973960775
ours,v_y,48.741,0.011186507534959894
ours,v_y,48.939,0.011612554415456833
ours,v_y,49.071,0.005714530349817365
ours,v_y,49.137,0.002779738505748558
ours,v_y,49.269,0.005741137873948976
ours,v_y,49.335,0.003326733830877504
ours,v_y,49.5,0.002449298409463424
ours,v_y,49.665,0.013986887440340268
ours,v_y,49.731,0.003136418444933009
ours,v_y,49.863,0.005630589486967166
ours,v_y,49.995,0.005933796299684102
ours,v_y,50.193,0.006221652384378634
ours,v_y,50.391,0.0018721829032693066
ours,v_y,50.457,0.0013905160397506
ours,v_y,50.622,0.0014985448177781274
ours,v_y,50.721,0.0033200513439762686
ours,v_y,50.82,0.0017361568628899149
ours,v_y,50.919,0.004492690814478464
ours,v_y,51.117,0.009627930137472707
ours,v_y,51.315,0.012338676968834367
ours,v_y,51.447,0.008258557708937686
ours,v_y,51.579,0.007830987501343062
ours,v_y,51.711,0.008145353822336138
ours,v_y,51.843,0.01874982578132961
ours,v_y,51.942,0.0024706665336596267
ours,v_y,52.107,0.002451084103305093
ours,v_y,52.239,-0.0009984143537797724
ours,v_y,52.371,-0.00485824867162795
ours,v_y,52.503,-0.0032490826667318853
ours,v_y,52.635,-0.007956408649415686
ours,v_y,52.833,0.010774356554168044
ours,v_y,53.064,0.020602839798166128
ours,v_y,53.163,0.007889496870787452
ours,v_y,53.295,0.0030957491665024317
ours,v_y,53.46,0.005156050168206874
ours,v_y,53.559,0.0015323667870078689
ours,v_y,53.691,5.6007684275188874e-05
ours,v_y,53.757,-6.553160757870324e-05
ours,v_y,53.856,0.000410633392467899
ours,v_y,53.922,0.0006924298697202069
ours,v_y,53.988,0.0005876210658239817
ours,v_y,54.087,0.00017365730589970207
ours,v_y,54.153,-0.00054029905747284
ours,v_y,54.252,9.581821024441661e-05
ours,v_y,54.318,-0.00043739637692251365
ours,v_y,54.384,0.0012764421428781009
ours,v_y,54.483,0.0006444020727177924
ours,v_y,54.549,0.0008023172702538786
ours,v_y,54.648,0.0005492813894694693
ours,v_y,54.714,-5.489316547455797e-05
ours,v_y,54.813,-0.0006219959570627556
ours,v_y,54.879,-0.0009047717824859844
ours,v_y,54.945,-0.0012096161107846976
ours,v_y,55.011,-1.369776854813487e-05
ours,v_y,55.077,4.203170866644984e-06
ours,v_y,55.143,-0.0003394276731025665
ours,v_y,55.275,-0.0011704248126206476
ours,v_y,55.341,-0.0016458288085466066
ours,v_y,55.407,-0.001991025438015416
ours,v_y,55.473,-0.0011059964918890969
ours,v_y,55.539,-0.0008413702555099059
ours,v_y,55.605,-4.638256104014943e-05
ours,v_y,55.704,-0.0005653177642123489
ours,v_y,55.803,6.776090930894763e-05
ours,v_y,55.902,-0.00038815564751422393
ours,v_y,55.968,-0.00014836671261347217
ours,v_y,56.034,9.751254409236937e-05
ours,v_y,56.133,-0.0005606181873972146
ours,v_y,56.199,0.00013136686952850557
ours,v_y,56.298,4.183895627963424e-05
ours,v_y,56.364,0.0008657403647127776
ours,v_y,56.43,-0.0006666448638332281
ours,v_y,56.496,0.0005901676464135849
ours,v_y,56.562,-0.0007710711726643046
ours,v_y,56.628,-0.0008336562144433401
ours,v_y,56.694,-0.0008873132757042136
ours,v_y,56.76,-0.0019100910384885622
ours,v_y,56.826,-0.0016524211750705096
ours,v_y,56.892,-0.0018733650489918437
ours,v_y,56.958,-0.0016549285200457954
ours,v_y,57.024,-0.00220222803333783
ours,v_y,57.09,-0.002905831477236614
ours,v_y,57.156,-0.0020794866031755887
ours,v_y,57.222,-0.0019004345399244484
ours,v_y,57.288,-0.0032642194221991754
ours,v_y,57.354,-0.003317887007721669
ours,v_y,57.42,-0.002756690748370436
ours,v_y,57.486,-0.0026247581772737907
ours,v_y,57.552,-0.0022833129115494254
ours,v_y,57.618,-0.002464454736186115
ours,v_y,57.684,-0.0017621914178084855
ours,v_y,57.75,-0.0018077770219444267
ours,v_y,57.816,-0.001531180559693663
ours,v_y,57.882,-0.001797628755718858
ours,v_y,57.948,-0.002605195588926329
ours,v_y,58.014,-0.0018684956014854079
ours,v_y,58.08,-0.003606134778926795
ours,v_y,58.146,-0.003430602958034712
ours,v_y,58.212,-0.004475582833001944
ours,v_y,58.278,-0.004922251412153772
ours,v_y,58.344,-0.004226629854423056
ours,v_y,58.41,-0.005280408098007158
ours,v_y,58.476,-0.004823386989444192
ours,v_y,58.542,-0.005644593063377348
ours,v_y,58.641,-0.01309748406127803
ours,v_y,58.707,-0.006430315306394263
ours,v_y,58.773,-0.007770759568229674
ours,v_y,58.872,-0.0074057086204741
ours,v_y,58.938,-0.008385998451947985
ours,v_y,59.037,-0.008759799982038519
ours,v_y,59.103,-0.008810649306664059
ours,v_y,59.169,-0.01027923009933257
ours,v_y,59.235,-0.01063416239614462
ours,v_y,59.301,-0.011811411515986803
ours,v_y,59.367,-0.012188610887950507
ours,v_y,59.433,-0.012430631380507845
ours,v_y,59.499,-0.013098779046989278
ours,v_y,59.565,-0.01450116177556518
ours,v_y,59.631,-0.01217066680328871
ours,v_y,59.697,-0.01217411771567628
ours,v_y,59.763,-0.012463102638815504
ours,v_y,59.829,-0.013136471235697722
ours,v_y,59.895,-0.01410444755284146
ours,v_y,59.961,-0.012869076629565102
ours,v_y,60.027,-0.012641229785964714
ours,v_y,60.093,-0.012476943197630874
ours,v_y,60.159,-0.012050415087245303
ours,v_y,60.225,-0.011679997127297725
ours,v_y,60.324,-0.021407266096634403
ours,v_y,60.39,-0.012830581626136872
ours,v_y,60.456,-0.02088834368595044
ours,v_y,60.522,-0.012238967561048475
ours,v_y,60.588,-0.012759499807135921
ours,v_y,60.654,-0.011556595475426479
ours,v_y,60.72,-0.014607285934045477
ours,v_y,60.786,-0.011416565491851882
